name;method;homo;lumo;chi;eta;omega;dm;alpha;delta_alpha
atromentic_acid;wb97xd4_solv;-8.318;-0.7226;4.5203;7.5954;1.3450978282908075;5.15234;336.61174666666665;196.02108418701877
atromentin;wb97xd4;-8.3313;-1.2234;4.77735;7.107900000000001;1.6054722929768286;2.61832;232.08174999999997;176.32854528498353
atromentin;wb97xd4_solv;-8.3512;-1.2052;4.7782;7.146000000000001;1.597480775258886;3.7289;327.97124;193.1155763753121
atrovenetin;wb97xd4;-7.7212;-0.1814;3.9513;7.5398;1.0353571507201782;5.4582;253.24135333333334;187.72844329579496
atrovenetin;wb97xd4_solv;-7.8425;-0.3139;4.0782;7.5286;1.1045689264936376;8.01655;371.1097233333333;268.013617605666
aulosirazole;wb97xd4;-9.2028;-1.5292;5.366;7.6736;1.8761699854045035;0.44728;174.5062366666667;136.6188577988511
aulosirazole;wb97xd4_solv;-9.1547;-1.5246;5.33965;7.6301000000000005;1.868380632134572;0.62282;250.39070333333333;193.16538806912072
aurantio-obtusin;wb97xd4;-8.8084;-0.8886;4.8485000000000005;7.9198;1.4841253724841539;2.51898;231.74603333333334;186.786664664764
aurantio-obtusin;wb97xd4_solv;-8.8448;-1.0041;4.924449999999999;7.840699999999999;1.5464313009361406;3.31684;327.2594633333333;245.42584971398242
aurantricholide_A;wb97xd4;-7.7351;-0.2077;3.9714;7.5274;1.0476404840980948;7.25106;234.87335;235.21131709173028
aurantricholide_A;wb97xd4_solv;-7.7089;-0.1749;3.9419;7.534;1.0312301307406424;10.56124;335.96779666666663;326.45381564975094
aurantricholide_B;wb97xd4;-7.4835;-0.1714;3.8274500000000002;7.3121;1.0017213592880294;5.88537;244.90896666666666;260.4287343089508
aurantricholide_B;wb97xd4_solv;-7.5068;-0.1537;3.83025;7.3531;0.9975938762222735;8.71433;349.08924333333334;359.11175239832625
aurantricholone;wb97xd4;-7.6067;-1.0109;4.3088;6.5958000000000006;1.4073923890960913;1.06914;462.9184433333333;406.0568483634882
aurantricholone;wb97xd4_solv;-7.5521;-0.9581;4.2551000000000005;6.594;1.3729053692750988;2.69411;686.56343;532.2491066196798
aurasperone_A;wb97xd4;-7.3829;0.1533;3.6148000000000002;7.5362;0.8669342002600782;8.40108;438.85713000000004;243.31517815813342
aurasperone_A;wb97xd4_solv;-7.6357;0.0692;3.78325;7.7049;0.9288232528975067;12.32837;619.0613566666667;269.45282122415585
aurasperone_B;wb97xd4;-7.2088;0.4294;3.3897;7.6382;0.7521448829567174;5.87982;447.90317666666664;207.19227194609692
aurasperone_B;wb97xd4_solv;-7.5844;0.1493;3.7175499999999997;7.7337;0.8935036271448334;8.20674;624.8048133333333;224.3816551450824
aurasperone_D;wb97xd4;-7.449;0.0806;3.6841999999999997;7.5296;0.9013313881215468;10.19053;423.4727766666667;227.56139482455873
aurasperone_D;wb97xd4_solv;-7.6702;0.0426;3.8138;7.7128000000000005;0.9429176459910797;14.24323;600.9819066666668;263.53784748699934
aurasperone_E;wb97xd4;-7.2836;0.2676;3.508;7.5512;0.8148416145778155;8.24547;442.04680333333334;243.19105639110109
aurasperone_E;wb97xd4_solv;-7.592;0.134;3.7289999999999996;7.726;0.8999120502200361;11.72094;621.0176033333333;276.84769477276296
aureusidin;wb97xd4;-7.9757;-0.3563;4.1659999999999995;7.6194;1.1389056881119246;0.40043;221.87137999999996;233.7676594178878
aureusidin;wb97xd4_solv;-8.0078;-0.4559;4.23185;7.5519;1.1856985938968998;0.40632;312.0200966666667;305.3683031750771
aurodrosopterin;wb97xd4;-7.3114;-0.4954;3.9034;6.816;1.1177033127934273;15.92667;298.91537999999997;334.9871858761671
aurodrosopterin;wb97xd4_solv;-7.4448;-0.5587;4.0017499999999995;6.8861;1.16277741119792;25.51098;443.15968;483.81499382185757
aurofusarin;wb97xd4;-8.8431;-1.1719;5.0075;7.6712;1.6343633492804257;1.33044;406.70027333333337;272.68068710044594
aurofusarin;wb97xd4_solv;-8.9798;-1.4108;5.1953;7.568999999999999;1.7830058191306646;2.31975;564.6027433333334;281.9843254274836
austocystin_A;wb97xd4;-8.5916;0.0722;4.2597;8.6638;1.0471758402779379;3.53614;249.42434333333335;189.5583862962689
austocystin_A;wb97xd4_solv;-8.6097;0.0099;4.2999;8.6196;1.0725056852986217;4.62324;322.65959;219.90409449786355
austocystin_F;wb97xd4;-8.5705;-0.149;4.359749999999999;8.4215;1.1285056143501746;1.43404;218.5290633333333;178.37444502043726
austocystin_F;wb97xd4_solv;-8.527;-0.0972;4.3121;8.429799999999998;1.1028853834017418;1.81919;284.8980933333333;212.62956676328085
averythrin;wb97xd4;-8.4258;-1.1594;4.7926;7.266400000000001;1.5804947952218429;1.12658;280.13080333333335;252.4048858353407
averythrin;wb97xd4_solv;-8.4703;-1.1752;4.82275;7.2951;1.594146588977533;1.57208;392.08843;316.78413569814995
bacterioruberin;wb97xd4;-6.6714;-0.8645;3.76795;5.806900000000001;1.2224635521965246;2.33694;1124.9704733333333;1838.576899941414
bacterioruberin;wb97xd4_solv;-6.6123;-0.8095;3.7109;5.8028;1.1865632806576136;2.96911;1452.0841233333333;2167.46742349364
bactobilin;wb97xd4;-7.1709;-1.6232;4.39705;5.5477;1.74252831826703;14.32575;757.71983;489.824799639876
bactobilin;wb97xd4_solv;-7.0848;-1.5279;4.30635;5.556900000000001;1.6686147242617286;19.69178;1014.8141133333334;633.0527711410055
badione_A;wb97xd4;-8.3345;-1.1125;4.7235000000000005;7.222;1.5446865307394078;6.5308;519.5281066666666;315.5000395412669
badione_A;wb97xd4_solv;-8.2875;-1.1824;4.7349499999999995;7.1051;1.5777224460246861;8.11829;717.7179166666666;380.98684025295404
baicalein;wb97xd4;-8.3332;-0.048;4.1906;8.2852;1.0597890431130208;2.91517;195.65435666666667;164.51944935257535
baicalein;wb97xd4_solv;-8.3739;-0.033;4.20345;8.340900000000001;1.0591777807251015;3.83776;275.27949;211.00471805569705
benaphthamycin;wb97xd4;-8.555;-1.3466;4.9508;7.208399999999999;1.7001290605404806;3.3185;365.8605866666667;285.15581866321213
benaphthamycin;wb97xd4_solv;-8.516;-1.3399;4.92795;7.1761;1.692053566874765;4.68426;514.55683;339.65732912045627
benastatin_A;wb97xd4;-7.9064;-0.2387;4.07255;7.6677;1.0815279355282548;3.79969;413.27207999999996;381.2866927443557
benastatin_A;wb97xd4_solv;-8.005;-0.3399;4.17245;7.665100000000001;1.1356237363178565;5.24579;577.12147;444.31872036497845
benastatin_B;wb97xd4;-8.1422;-0.1584;4.1503000000000005;7.9838000000000005;1.0787463419674845;4.67612;397.63313666666664;315.9709491387268
benastatin_B;wb97xd4_solv;-8.2307;-0.2748;4.252750000000001;7.955900000000001;1.1366333515064295;6.24596;550.8810933333333;347.2607050842225
benthocyanin_a;wb97xd4;-7.4447;-1.3765;4.4106000000000005;6.0682;1.602896440460104;9.19299;459.5740766666667;414.86211551308014
benthocyanin_a;wb97xd4_solv;-7.4137;-1.3895;4.4016;6.0242;1.6080211945154543;13.62655;710.6368733333334;721.7577269265663
benthocyanin_b;wb97xd4;-7.4374;-1.354;4.3957;6.0834;1.588106855541309;10.13284;451.7091866666667;403.949948866385
benthocyanin_b;wb97xd4_solv;-7.4237;-1.409;4.41635;6.0147;1.6213732457562307;15.85391;706.5308933333332;729.0641415438213
benthocyanin_c;wb97xd4;-7.6408;-1.0296;4.3351999999999995;6.611199999999999;1.4213727492739592;10.53088;434.43702666666667;314.08140043636314
benthocyanin_c;wb97xd4_solv;-7.5236;-1.1635;4.3435500000000005;6.3601;1.4831863180217293;16.50741;666.4025733333333;561.7311396570188
benzanthrin_B;wb97xd4;-8.0653;-1.3678;4.71655;6.697500000000001;1.6607572902202312;3.39817;461.50872333333336;235.14391055801
benzanthrin_B;wb97xd4_solv;-8.1331;-1.332;4.732550000000001;6.801100000000001;1.6465740470291574;4.9814;657.8218633333335;311.5180973029381
berberine;wb97xd4;-10.755;-3.7634;7.2592;6.991600000000001;3.7685211282109954;3.05904;271.9729366666667;263.6104628313385
berberine;wb97xd4_solv;-8.025;-0.6785;4.35175;7.346500000000001;1.288894579901994;3.7795;374.35083333333324;315.43320800068955
beta-carotene;wb97xd4;-6.7126;-0.5712;3.6419;6.1414;1.0798381159019117;0.16452;774.6598666666667;1152.9882963399236
beta-carotene;wb97xd4_solv;-6.7148;-0.5757;3.6452500000000003;6.1391;1.0822309102718641;0.17488;876.3894233333334;1246.5166523271653
beta-cryptoxantin;wb97xd4;-6.6536;-0.6021;3.62785;6.0515;1.0874407686110883;1.86729;807.9943400000001;1275.1686053097314
beta-cryptoxantin;wb97xd4_solv;-6.6555;-0.606;3.63075;6.0495;1.0895400911232334;2.02886;915.7401066666666;1392.81207273088
betalamic_acid;wb97xd4;-8.2288;-0.4719;4.35035;7.7569;1.2199167916629063;3.70463;137.78441333333333;106.44935026969867
betalamic_acid;wb97xd4_solv;-8.1937;-0.498;4.3458499999999995;7.6956999999999995;1.2270756540990422;5.17517;199.8371;173.58345016597144
betanidin;wb97xd4;-7.2758;0.0669;3.60445;7.342700000000001;0.8846922659580263;5.05067;271.62880666666666;201.9635692779913
betanidin;wb97xd4_solv;-7.2264;-0.1303;3.67835;7.0961;0.9533587972618762;7.30755;384.79673333333335;278.5442576257841
betanin;wb97xd4;-7.4769;0.0095;3.7337;7.4864;0.9310560275967086;10.39021;367.39977666666664;291.5311804745767
betanin;wb97xd4_solv;-7.4199;-0.2036;3.81175;7.2163;1.0067096754915954;13.61678;503.3550833333333;337.23437413288747
betulinan_A;wb97xd4;-8.8387;-1.0721;4.9554;7.7665999999999995;1.580871240954858;2.3468;243.23392333333334;130.29165580480128
betulinan_A;wb97xd4_solv;-8.9125;-1.185;5.04875;7.727499999999999;1.6492964453251377;3.34523;339.80473333333333;141.23691464038004
bezerramycin_A;wb97xd4;-8.264;-1.1802;4.722099999999999;7.083799999999999;1.5738889021429174;3.60132;228.2034866666667;256.20085971351904
bezerramycin_A;wb97xd4_solv;-8.1435;-1.0972;4.62035;7.0463;1.5148116119452764;5.39281;342.8882566666666;413.32283098056615
bezerramycin_B;wb97xd4;-8.6195;-1.2726;4.9460500000000005;7.346900000000001;1.6648797862023441;8.9528;248.68822333333333;257.6345757936195
bezerramycin_B;wb97xd4_solv;-8.3453;-1.226;4.78565;7.1193;1.6084759683185148;12.94686;359.1720666666667;379.4545061978584
bezerramycin_C;wb97xd4;-8.7742;-1.6738;5.224;7.1004000000000005;1.9217351135147316;4.22292;250.27950333333334;270.5344908010415
bezerramycin_C;wb97xd4_solv;-8.572;-1.5846;5.0783;6.987399999999999;1.8454025023613934;6.27083;368.49774333333335;413.1265415482018
bikaverin;wb97xd4;-8.3167;-1.4074;4.86205;6.909300000000001;1.7107037038846191;4.2086;275.4232233333333;241.71162124960895
bikaverin;wb97xd4_solv;-8.3886;-1.4641;4.92635;6.9245;1.7523954308975378;5.65391;359.79680666666667;293.477162494131
bilirubin;wb97xd4;-7.2659;-0.3221;3.794;6.9438;1.0364955787897117;8.36675;488.3536266666667;216.7353955816469
bilirubin;wb97xd4_solv;-7.269;-0.3;3.7845;6.969;1.027582167455876;11.49549;652.90232;307.61437608730887
biliverdin;wb97xd4;-6.9265;-1.2611;4.0938;5.6654;1.4790834221767217;6.36615;505.4561333333333;316.11842741080744
biliverdin;wb97xd4_solv;-6.9641;-1.2782;4.12115;5.6859;1.4935082680402398;11.08509;790.9393799999999;507.13936923699123
bisanhydrobacterioruberin;wb97xd4;-6.5752;-0.7784;3.6768;5.796799999999999;1.1660621584322386;4.13594;1105.3727233333332;1780.0056465603836
bisanhydrobacterioruberin;wb97xd4_solv;-6.5977;-0.8023;3.6999999999999997;5.7954;1.18110915553715;4.67175;1443.5168566666664;2166.211348419048
blennione;wb97xd4;-7.6;-0.9454;4.2726999999999995;6.654599999999999;1.3716801377994168;5.32422;232.5628433333333;169.3589949423301
blennione;wb97xd4_solv;-7.6344;-1.162;4.3982;6.4724;1.4943578301711884;6.50517;331.47444666666667;248.7056914288213
boshramycinone_A;wb97xd4;-8.4206;-1.1114;4.766;7.309200000000001;1.5538469326328463;2.27249;253.46196666666665;267.1636336233721
boshramycinone_A;wb97xd4_solv;-8.3822;-1.1378;4.76;7.244399999999999;1.5638010049141406;2.90509;366.92474999999996;362.82151182365516
boshramycinone_B;wb97xd4;-8.429;-1.1374;4.7832;7.291600000000001;1.5688602117505073;2.21865;253.00901666666667;265.0653218047548
boshramycinone_B;wb97xd4_solv;-8.3943;-1.1595;4.7768999999999995;7.2348;1.5770148179631776;2.85944;367.0729033333334;361.97265881305066
boshramycinone_C;wb97xd4;-8.8766;-1.2065;5.04155;7.6701;1.6569031956884526;3.80512;246.25377333333336;199.68657315478825
boshramycinone_C;wb97xd4_solv;-8.8948;-1.2141;5.05445;7.6807;1.6630948222492743;5.22863;348.48136;246.72892108924722
bostrycoidin;wb97xd4;-8.3555;-1.2602;4.807849999999999;7.095299999999999;1.6289248955294349;2.21967;209.32641999999998;192.54506799098772
bostrycoidin;wb97xd4_solv;-8.3816;-1.2548;4.8182;7.126800000000001;1.62871493798058;2.96243;296.22289666666666;256.1388637865074
bracteatin;wb97xd4;-8.0013;-0.3738;4.18755;7.6275;1.1494968864306785;4.84045;224.62375333333333;229.43860594614696
bracteatin;wb97xd4_solv;-8.0008;-0.4646;4.2327;7.5362;1.1886460875507554;6.7437;315.04591666666664;300.8832635012258
brazilein;wb97xd4;-7.8237;-0.8515;4.3376;6.9722;1.3492709446085884;6.70851;234.40160000000003;252.36867886321232
brazilein;wb97xd4_solv;-7.8127;-0.8576;4.3351500000000005;6.955100000000001;1.3510607699745512;10.14263;358.4889600000001;419.3104074495109
bromorebeccamycin;wb97xd4;-7.944;-0.2034;4.0737;7.7406;1.071947374234555;6.76509;406.53627;282.3584137867032
bromorebeccamycin;wb97xd4_solv;-7.9617;-0.3739;4.167800000000001;7.5878000000000005;1.1446372360895125;9.45812;589.85456;400.6536395027075
calothrixin_A;wb97xd4;-8.3946;-1.6614;5.0280000000000005;6.7332;1.8773231153092143;5.30237;259.6076233333333;254.3949062408923
calothrixin_A;wb97xd4_solv;-8.4268;-1.6585;5.04265;6.7683;1.8784864014966831;8.15235;378.4238666666667;344.7846190248216
calothrixin_B;wb97xd4;-8.7636;-1.5432;5.1534;7.220400000000001;1.8390623483463522;3.96643;246.03041666666664;245.1179788931871
calothrixin_B;wb97xd4_solv;-8.6681;-1.5639;5.1160000000000005;7.1042000000000005;1.8421114270431578;6.10116;356.39574;328.4891942194455
calycin;wb97xd4;-8.6417;-1.4007;5.0212;7.241;1.740950796851264;2.61103;246.49139333333335;256.5822505752617
calycin;wb97xd4_solv;-8.601;-1.3083;4.954650000000001;7.292700000000001;1.6830910789213875;3.81967;346.6413733333333;329.6183041672842
candidine;wb97xd4;-7.8459;-1.3109;4.5784;6.535;1.6038061637337415;4.88436;328.16207333333335;307.9079838309484
candidine;wb97xd4_solv;-7.824;-1.2974;4.5607;6.5266;1.5934778054423433;6.69965;443.5620366666667;413.8259711373423
canthaxanthin;wb97xd4;-6.9714;-0.8852;3.9283;6.0862;1.2677484218395716;0.97512;798.63996;1208.1310677324716
canthaxanthin;wb97xd4_solv;-6.9088;-0.8291;3.86895;6.079700000000001;1.2310454547510565;1.15455;903.7873033333334;1304.91673526671
carbonarone_A;wb97xd4;-9.688;0.6721;4.50795;10.360100000000001;0.9807633711305874;4.30412;158.86336333333335;76.92300922652207
carbonarone_A;wb97xd4_solv;-9.458;0.7077;4.37515;10.165700000000001;0.941496282720324;5.38289;219.45041999999998;97.411368930458
carbonarone_B;wb97xd4;-8.938;0.0143;4.46185;8.952300000000001;1.1118989210873182;6.23655;163.07074333333333;77.28935959213662
carbonarone_B;wb97xd4_solv;-8.9698;0.058;4.4559;9.0278;1.0996613133875364;7.9463;228.07025999999996;92.73528673158344
cardinalin_1;wb97xd4;-8.7506;-0.1473;4.44895;8.6033;1.1503234864819312;7.24397;411.0960766666667;198.25728229722208
cardinalin_1;wb97xd4_solv;-8.8451;-0.2447;4.5449;8.6004;1.2008811223896563;10.5093;558.0420666666666;139.16260963244653
cardinalin_2;wb97xd4;-8.6825;-1.0746;4.87855;7.607899999999999;1.5641800038446878;4.65358;416.24623;215.04232244833617
cardinalin_2;wb97xd4_solv;-8.8206;-1.2042;5.0124;7.6164000000000005;1.6493457381440053;6.56151;569.1420233333333;174.37759155003462
cardinalin_3;wb97xd4;-8.8069;-1.1751;4.9910000000000005;7.6318;1.6319925181477506;3.88544;420.7235366666667;240.52299651698755
cardinalin_3;wb97xd4_solv;-8.9391;-1.2678;5.10345;7.6713;1.697574198799421;5.54876;579.6666533333333;215.3213198097891
cardinalin_4;wb97xd4;-8.3534;-1.4183;4.8858500000000005;6.9351;1.7210660424867705;2.93033;422.73229;339.30787440350684
cardinalin_4;wb97xd4_solv;-8.4149;-1.4195;4.917199999999999;6.995399999999999;1.7281968036138031;4.33896;579.8716866666666;377.36218578176846
cardinalin_5;wb97xd4;-8.5691;-1.6277;5.0984;6.941400000000001;1.8723659895698272;4.16525;419.3724833333333;326.413661999402
cardinalin_5;wb97xd4_solv;-8.5113;-1.5702;5.04075;6.9411000000000005;1.830341052751005;5.80663;579.4672333333334;373.1999791267861
cardinalin_6;wb97xd4;-8.3896;-1.517;4.9533;6.8726;1.7849999192445358;3.01986;422.76876999999996;350.61702909061364
cardinalin_6;wb97xd4_solv;-8.4152;-1.514;4.9646;6.9012;1.7857222772851096;4.34016;584.7513366666666;409.2657501595422
carthamin;wb97xd4;-7.7324;-0.6706;4.2015;7.0618;1.2498656326998783;9.94328;610.42583;187.17233342268352
carthamin;wb97xd4_solv;-7.9987;-0.8575;4.428100000000001;7.1412;1.3728833816445418;13.18694;887.3949433333333;309.0306577181105
catenarin;wb97xd4;-8.0767;-1.4903;4.7835;6.586400000000001;1.7370545555994168;0.95252;218.67568333333335;221.67244412560953
catenarin;wb97xd4_solv;-8.064;-1.4463;4.75515;6.6177;1.7084071144430848;1.49109;325.1692766666667;332.71592155458023
cephalocerone;wb97xd4;-8.1206;-0.3658;4.2432;7.7547999999999995;1.1608775364935267;3.34655;219.01274666666666;218.1071480731333
cephalocerone;wb97xd4_solv;-8.1254;-0.5674;4.3464;7.558000000000001;1.249748145011908;4.52;306.98617;280.84257381034274
cercosporin;wb97xd4;-7.6555;-1.593;4.62425;6.0625;1.7636031391752576;3.09969;412.4538433333333;262.2413424971717
cercosporin;wb97xd4_solv;-7.8767;-1.7696;4.82315;6.107099999999999;1.9045681192792001;4.06532;637.09355;486.4927704226897
chaetominedione;wb97xd4;-7.4154;-0.704;4.0597;6.7114;1.2278484436928214;6.46167;245.01838333333333;217.55173941700625
chaetominedione;wb97xd4_solv;-7.3959;-0.5697;3.9828;6.8262;1.161897969587765;9.4397;356.4387166666667;323.6439217518781
chaetomugilin_D;wb97xd4;-7.9787;-0.2985;4.1386;7.6802;1.1150757766724826;4.71785;314.62450000000007;204.82592318343987
chaetomugilin_D;wb97xd4_solv;-8.13;-0.3417;4.23585;7.7883000000000004;1.1518832879126384;7.56699;440.04220333333336;281.47285678545757
chaetomugilin_E;wb97xd4;-7.9054;-0.221;4.0632;7.6844;1.0742279319140078;3.43251;325.9711466666667;207.7919921177943
chaetomugilin_E;wb97xd4_solv;-8.0882;-0.2903;4.18925;7.7979;1.1252911400825867;5.74789;454.8255133333333;281.69136344900573
chaetomugilin_F;wb97xd4;-7.9788;-0.3401;4.15945;7.6387;1.132458684232919;3.71284;309.51596;200.1842809113003
chaetomugilin_F;wb97xd4_solv;-8.1238;-0.3703;4.24705;7.753499999999999;1.163180093022506;5.74327;436.5845033333333;294.8417384273904
chaetoviridin_A;wb97xd4;-8.2665;-0.8063;4.5364;7.4602;1.3792475375995286;9.59002;316.77809666666667;176.04497375281747
chaetoviridin_A;wb97xd4_solv;-8.2646;-0.7527;4.50865;7.5119;1.353048151765865;12.65361;413.4442333333334;220.1898080247151
chaetoviridin_C;wb97xd4;-7.9044;-0.2338;4.0691;7.6706;1.0792881137068806;11.46182;312.0706433333333;180.01965441431747
chaetoviridin_C;wb97xd4_solv;-8.0155;-0.2528;4.13415;7.7627;1.10085384096384;15.67118;407.7446166666667;236.19004946295135
chaetoviridin_D;wb97xd4;-7.7227;-0.0648;3.89375;7.6579;0.9899116639352824;6.39431;324.0423633333333;195.83120247332266
chaetoviridin_D;wb97xd4_solv;-7.9302;-0.1795;4.05485;7.7507;1.0606660380675295;9.9824;420.4085766666667;238.07236849383776
chaetoxanthone_C;wb97xd4;-8.1417;0.2521;3.9448;8.3938;0.9269607948724057;2.24506;272.09057;193.01476249192154
chaetoxanthone_C;wb97xd4_solv;-8.4146;0.0617;4.17645;8.4763;1.0289120608343263;2.814;375.83688333333333;228.6716717144581
chartreusin;wb97xd4;-7.8269;-0.2034;4.01515;7.6235;1.057350922968453;4.64491;422.40811333333335;209.3697005323645
chartreusin;wb97xd4_solv;-7.8263;-0.2022;4.01425;7.624099999999999;1.0567937895948372;7.30044;597.04221;318.45028030663593
chimaphilin;wb97xd4;-9.6946;-1.049;5.3717999999999995;8.6456;1.668839365688905;1.65469;141.16110666666665;97.27074141370775
chimaphilin;wb97xd4_solv;-9.5974;-1.113;5.3552;8.4844;1.6900527462165855;2.19296;201.17639333333332;139.75234034832903
chlorocyclinone_D;wb97xd4;-8.434;-1.7098;5.071899999999999;6.7242;1.9128052117724037;5.73374;318.5619;264.5286044129271
chlorocyclinone_D;wb97xd4_solv;-8.3042;-1.5136;4.9089;6.7905999999999995;1.7743129627720673;8.52827;454.39086999999995;343.42201652563074
chloronatronochrome;wb97xd4;-7.2646;-0.9387;4.10165;6.3259;1.3297343241673123;2.03718;530.6845866666666;959.1572507903675
chloronatronochrome;wb97xd4_solv;-7.1627;-0.8732;4.01795;6.2895;1.2834026713172748;2.6986;713.5680333333333;1222.0491864209255
chloroxanthin;wb97xd4;-6.6646;-0.458;3.5613;6.2066;1.0217234629265621;1.5552;781.42349;1199.1074702214535
chloroxanthin;wb97xd4_solv;-6.731;-0.5308;3.6309;6.2002;1.0631459315828522;2.03345;1026.9584599999998;1439.9025832714115
chromoazepinone_B;wb97xd4;-7.6869;-0.9191;4.303;6.767799999999999;1.3679341144832886;8.1756;320.67918000000003;329.73113021419346
chromoazepinone_B;wb97xd4_solv;-7.6718;-0.9187;4.29525;6.7531;1.3659780369385914;12.19455;480.4691533333333;474.95872239904537
chromopyrrolic_acid_dimethylester;wb97xd4;-7.5823;0.7357;3.4233000000000002;8.318;0.7044351340466459;3.54543;305.42056333333335;124.20593948745365
chromopyrrolic_acid_dimethylester;wb97xd4_solv;-7.7977;0.5211;3.6383;8.3188;0.7956211767322211;5.16311;438.00911666666667;156.36801295640197
chromoviridan;wb97xd4;-6.4541;-0.1173;3.2857000000000003;6.3368;0.8518356654778437;2.37908;579.9019266666668;388.11100713860793
chromoviridan;wb97xd4_solv;-6.785;-0.5119;3.64845;6.2731;1.0609736336500295;2.89811;874.1415733333333;565.2148336391227
chrysin;wb97xd4;-8.6174;-0.0654;4.3414;8.552;1.101950067820393;3.84194;190.60821666666666;157.45664583866824
chrysin;wb97xd4_solv;-8.6599;-0.0486;4.35425;8.6113;1.100849643056217;5.12967;269.2658833333333;205.27707400062843
chryso-obtusin;wb97xd4;-8.5853;-0.522;4.55365;8.0633;1.285809056000645;1.99018;255.06304666666668;184.84543982461616
chryso-obtusin;wb97xd4_solv;-8.6805;-0.7551;4.7178;7.925400000000001;1.4041964342493756;2.3332;356.3759733333333;234.0061960970521
chrysophanol;wb97xd4;-8.982;-1.2465;5.114249999999999;7.735499999999999;1.690618128272251;1.02911;191.19133;166.8998404809585
chrysophanol;wb97xd4_solv;-8.9357;-1.2119;5.0738;7.723800000000001;1.6665013620238742;1.13947;275.89408999999995;230.10222965029126
cinnabarinic_acid;wb97xd4;-8.4137;-1.2313;4.8225;7.1824;1.618992693946313;1.31084;222.5994433333333;233.76710238968354
cinnabarinic_acid;wb97xd4_solv;-8.3286;-1.1848;4.7567;7.1438;1.5836246038522919;1.9241;325.7280866666667;374.49004525049764
citrinin;wb97xd4;-8.4677;-0.086;4.2768500000000005;8.3817;1.0911536992793827;4.97385;169.63159666666667;105.19957989426526
citrinin;wb97xd4_solv;-8.5025;-0.0779;4.2902;8.4246;1.0923851601262966;7.59354;243.2565033333333;163.96543650652018
cladochrome;wb97xd4;-8.1442;-1.8547;4.9994499999999995;6.289499999999999;1.98700217048255;4.50106;526.2817799999999;277.75377763197946
cladochrome;wb97xd4_solv;-8.2443;-1.8997;5.072;6.344600000000001;2.0273290672382815;5.79205;788.50169;525.7582453822046
cochliodinol;wb97xd4;-7.6333;-0.7764;4.20485;6.8569;1.2892680017573541;6.36422;395.6892733333334;159.7270429109639
cochliodinol;wb97xd4_solv;-7.7883;-1.0634;4.42585;6.7249;1.4563895539338871;10.33005;568.9889466666667;171.27535417762297
cochliodinol_diacetate;wb97xd4;-7.9076;-1.1109;4.50925;6.7967;1.4958241177703882;0.51548;466.71426999999994;209.64412232004284
cochliodinol_diacetate;wb97xd4_solv;-8.0192;-1.4707;4.744949999999999;6.5485;1.7190616555318008;0.62536;654.8920999999999;223.7324773886804
cochliodinone;wb97xd4;-7.562;-0.7773;4.16965;6.7847;1.281263808458738;0.88828;435.4681766666667;325.45842924215526
cochliodinone;wb97xd4_solv;-7.5746;-0.8815;4.22805;6.6931;1.3354355083967067;1.03527;629.2136133333333;469.0833362064996
conioxanthone_A;wb97xd4;-8.6317;-0.0975;4.3646;8.5342;1.1160819502706758;4.91358;213.45788000000002;152.7661670338076
conioxanthone_A;wb97xd4_solv;-8.6349;-0.1239;4.3794;8.511;1.1267268452590766;7.08355;297.60084;200.35814635564608
corticin_A;wb97xd4;-7.1492;0.794;3.1776;7.943200000000001;0.6355840064457648;6.32403;298.6215133333333;300.80027773816187
corticin_A;wb97xd4_solv;-7.3394;0.6071;3.36615;7.9465;0.7129532386899894;8.68334;406.73674;362.5956355148267
crocin-1;wb97xd4;-7.3293;-0.9345;4.1319;6.3948;1.3348812793206979;8.61304;805.2414133333333;864.454752718715
crocin-1;wb97xd4_solv;-7.2429;-0.8934;4.06815;6.3495;1.3032399734231044;11.36186;1080.3741966666666;1092.5705578638874
curcumin;wb97xd4;-7.7665;-0.3149;4.0407;7.4516;1.0955537394653496;4.70595;332.14509666666663;354.8431979720135
curcumin;wb97xd4_solv;-7.8216;-0.4999;4.16075;7.3217;1.182228209466381;6.40768;451.57664;433.6859916158933
cyanidin;wb97xd4;-11.2591;-4.659;7.9590499999999995;6.6001;4.798902812267995;5.06579;238.92544333333333;280.4938097593695
cyanidin;wb97xd4_solv;-8.3815;-1.5347;4.9581;6.846800000000001;1.7952003571011272;7.49859;334.1344933333333;369.2868293020946
cyclodercitin;wb97xd4;-10.5598;-3.9022;7.231;6.657599999999999;3.926892649002644;1.93522;268.42878666666667;242.59557191782784
cyclodercitin;wb97xd4_solv;-7.5762;-0.8833;4.22975;6.6929;1.3365495571799968;2.59432;406.30477999999994;361.99544795011315
cycloleucomelone;wb97xd4;-8.287;-1.2905;4.78875;6.996500000000001;1.6388284544057743;4.2398;239.12497333333337;206.4370838728386
cycloleucomelone;wb97xd4_solv;-8.2683;-1.37;4.8191500000000005;6.8983;1.6833282636664109;6.12699;334.78376333333335;242.61110285419318
cycloprodigiosin;wb97xd4;-6.8386;-0.1671;3.5028499999999996;6.6715;0.9195801635689123;1.04552;313.97397666666666;299.7592388604234
cycloprodigiosin;wb97xd4_solv;-6.9959;-0.3513;3.6736;6.6446;1.01551161544713;1.92977;458.0642066666666;443.10249029332755
cynodontin;wb97xd4;-8.2306;-1.4927;4.86165;6.737900000000001;1.7539322876934949;0.89488;213.59146;207.5667009963715
